experiment,solver,formula,variables,clauses,runtime,conflicts,decisions,restarts,propagations,entropy,backbone,num_sols,chi_square,cpu_time
exp5,wrapper-85,44bits_11.dimacs.cnf,609,15417,1831.26,3758396,4383562,12683.0,237145552,0.101806,0.898194,2.0,0.0,237.377
exp2,COMiniSatPS-4,44bits_11.dimacs.cnf,609,15417,225.517,801774,919761,2358.0,70372019,0.101806,0.898194,2.0,0.0,237.377
exp5,wrapper-base,44bits_11.dimacs.cnf,609,15417,561.462,1296119,1520811,4090.0,98200406,0.101806,0.898194,2.0,0.0,237.377
exp2,lingeling-ayv,44bits_11.dimacs.cnf,609,15417,154.7,584401,667976,,45000725,0.101806,0.898194,2.0,0.0,237.377
exp5,wrapper-60,44bits_11.dimacs.cnf,609,15417,351.843,915947,1114447,2354.0,57195062,0.101806,0.898194,2.0,0.0,237.377
exp4,wrapper-luby,44bits_11.dimacs.cnf,609,15417,299.197,1099276,1243935,2047.0,83604763,0.101806,0.898194,2.0,0.0,237.377
exp3,wrapperLBD,44bits_11.dimacs.cnf,609,15417,468.053,1225877,1446719,2591.0,86872027,0.101806,0.898194,2.0,0.0,237.377
exp5,wrapper-95,44bits_11.dimacs.cnf,609,15417,179.585,987121,1184615,2586.0,54678419,0.101806,0.898194,2.0,0.0,237.377
exp1,glucose-NR,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,609.057,819384,976125,2091.0,227234517,0.000273,0.999727,2.0,0.0,127.469
exp4,wrapper-luby,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,133.857,608411,736758,1278.0,199892223,0.000273,0.999727,2.0,0.0,127.469
exp5,wrapper-85,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,142.144,755975,912039,1695.0,261925430,0.000273,0.999727,2.0,0.0,127.469
exp2,glucose,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,165.377,941999,1142806,2919.0,266002384,0.000273,0.999727,2.0,0.0,127.469
exp2,SWDiA5BY,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,193.096,947137,1129297,2155.0,269076386,0.000273,0.999727,2.0,0.0,127.469
exp2,COMiniSatPS-6,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,210.991,785828,931036,1602.0,352365246,0.000273,0.999727,2.0,0.0,127.469
exp5,wrapper-95,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,155.841,814592,975676,1282.0,278992202,0.000273,0.999727,2.0,0.0,127.469
exp4,wrapper-glucose,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,128.526,892291,1090090,2367.0,306345378,0.000273,0.999727,2.0,0.0,127.469
exp5,wrapper-60,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,438.274,1800676,2227498,4444.0,514227485,0.000273,0.999727,2.0,0.0,127.469
exp2,lingeling-aqw,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,369.6,1464249,2418477,,364525163,0.000273,0.999727,2.0,0.0,127.469
exp3,wrapperClause,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,120.773,777870,952422,1934.0,271562284,0.000273,0.999727,2.0,0.0,127.469
exp2,lingeling-ayv,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,176.1,671709,827345,,174317321,0.000273,0.999727,2.0,0.0,127.469
exp2,COMiniSatPS-4,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,185.993,1028762,1209323,1741.0,459403733,0.000273,0.999727,2.0,0.0,127.469
exp2,COMiniSatPS-3,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,253.764,1107368,1303535,1915.0,500695217,0.000273,0.999727,2.0,0.0,127.469
exp5,wrapper-base,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,115.352,798492,961031,1598.0,271808624,0.000273,0.999727,2.0,0.0,127.469
exp1,glucose,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,175.297,941999,1142806,2919.0,266002384,0.000273,0.999727,2.0,0.0,127.469
exp2,COMiniSatPS-1,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,157.452,899725,1057418,1406.0,404473043,0.000273,0.999727,2.0,0.0,127.469
exp2,COMiniSatPS-5,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,204.5,963970,1117767,1478.0,433032459,0.000273,0.999727,2.0,0.0,127.469
exp2,COMiniSatPS-2,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,224.151,909058,1075861,1758.0,408259484,0.000273,0.999727,2.0,0.0,127.469
exp3,wrapperLBD,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,182.482,892291,1090090,2367.0,306345378,0.000273,0.999727,2.0,0.0,127.469
exp2,COMiniSatPS-0,manthey_DimacsSorterHalf_28_4.cnf,3666,11883,217.059,883681,1035506,1443.0,391881111,0.000273,0.999727,2.0,0.0,127.469
exp2,SWDiA5BY,46bits_14.dimacs.cnf,690,16938,570.218,1296292,1474150,3231.0,126764717,0.075362,0.924638,2.0,0.0,219.154
exp5,wrapper-base,46bits_14.dimacs.cnf,690,16938,145.793,600429,789105,2205.0,31320566,0.075362,0.924638,2.0,0.0,219.154
exp2,COMiniSatPS-3,46bits_14.dimacs.cnf,690,16938,515.464,1229612,1407947,3289.0,134863303,0.075362,0.924638,2.0,0.0,219.154
exp2,lingeling-aqw,46bits_14.dimacs.cnf,690,16938,984.6,2234019,2538295,,228145836,0.075362,0.924638,2.0,0.0,219.154
exp3,wrapperLBD,46bits_14.dimacs.cnf,690,16938,364.118,787535,927383,3048.0,77387522,0.075362,0.924638,2.0,0.0,219.154
exp5,wrapper-85,46bits_14.dimacs.cnf,690,16938,894.633,1529114,1822145,8178.0,160285811,0.075362,0.924638,2.0,0.0,219.154
exp2,COMiniSatPS-1,46bits_14.dimacs.cnf,690,16938,244.903,1107333,1257642,2370.0,116559487,0.075362,0.924638,2.0,0.0,219.154
exp1,glucose,46bits_14.dimacs.cnf,690,16938,83.1944,403244,467710,974.0,35804691,0.075362,0.924638,2.0,0.0,219.154
exp2,glucose,46bits_14.dimacs.cnf,690,16938,59.18,403244,467710,974.0,35804691,0.075362,0.924638,2.0,0.0,219.154
exp4,wrapper-glucose,46bits_14.dimacs.cnf,690,16938,417.163,787535,927383,3048.0,77387522,0.075362,0.924638,2.0,0.0,219.154
exp2,COMiniSatPS-0,46bits_14.dimacs.cnf,690,16938,567.019,1272585,1448080,3275.0,138001482,0.075362,0.924638,2.0,0.0,219.154
exp5,wrapper-60,46bits_14.dimacs.cnf,690,16938,1005.93,1627471,1910600,4743.0,138453899,0.075362,0.924638,2.0,0.0,219.154
exp2,COMiniSatPS-4,46bits_14.dimacs.cnf,690,16938,1355.76,2006588,2259999,5073.0,220459805,0.075362,0.924638,2.0,0.0,219.154
exp2,COMiniSatPS-5,46bits_14.dimacs.cnf,690,16938,772.034,1193878,1369869,3623.0,128011764,0.075362,0.924638,2.0,0.0,219.154
exp2,lingeling-ayv,46bits_14.dimacs.cnf,690,16938,1296.6,2534709,2821926,,259072540,0.075362,0.924638,2.0,0.0,219.154
exp4,wrapper-luby,46bits_14.dimacs.cnf,690,16938,2437.8,3254408,3723396,5786.0,295140852,0.075362,0.924638,2.0,0.0,219.154
exp2,COMiniSatPS-2,46bits_14.dimacs.cnf,690,16938,694.635,1936203,2181156,4422.0,211022637,0.075362,0.924638,2.0,0.0,219.154
exp1,glucose-NR,46bits_14.dimacs.cnf,690,16938,6332.55,1757154,1972994,4461.0,171190903,0.075362,0.924638,2.0,0.0,219.154
exp3,wrapperClause,46bits_14.dimacs.cnf,690,16938,578.598,1295886,1550337,4692.0,121775384,0.075362,0.924638,2.0,0.0,219.154
exp5,wrapper-95,46bits_14.dimacs.cnf,690,16938,344.345,781014,913133,2816.0,80578422,0.075362,0.924638,2.0,0.0,219.154
exp2,COMiniSatPS-6,46bits_14.dimacs.cnf,690,16938,665.105,1231250,1386409,2758.0,128839710,0.075362,0.924638,2.0,0.0,219.154
exp4,wrapper-glucose,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,31.3482,174411,229442,704.0,53920717,0.000267,0.999733,2.0,0.0,48.7156
exp1,glucose,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,50.7953,281651,345181,650.0,71234161,0.000267,0.999733,2.0,0.0,48.7156
exp2,COMiniSatPS-1,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,48.7236,223888,269821,342.0,94881258,0.000267,0.999733,2.0,0.0,48.7156
exp3,wrapperClause,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,13.9079,79712,107659,267.0,25891146,0.000267,0.999733,2.0,0.0,48.7156
exp2,COMiniSatPS-2,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,19.437,127508,156935,232.0,55536817,0.000267,0.999733,2.0,0.0,48.7156
exp4,wrapper-luby,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,46.6069,283291,348527,669.0,85546840,0.000267,0.999733,2.0,0.0,48.7156
exp5,wrapper-base,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,43.0465,213499,270099,565.0,66264714,0.000267,0.999733,2.0,0.0,48.7156
exp2,COMiniSatPS-4,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,35.3096,220568,265422,399.0,95793777,0.000267,0.999733,2.0,0.0,48.7156
exp2,COMiniSatPS-6,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,32.0131,140996,172888,297.0,61408334,0.000267,0.999733,2.0,0.0,48.7156
exp2,COMiniSatPS-0,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,23.2665,135392,167441,273.0,58640898,0.000267,0.999733,2.0,0.0,48.7156
exp2,COMiniSatPS-5,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,47.0868,206290,251081,409.0,90034137,0.000267,0.999733,2.0,0.0,48.7156
exp2,COMiniSatPS-3,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,18.1762,106000,130309,209.0,46315782,0.000267,0.999733,2.0,0.0,48.7156
exp1,glucose-NR,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,74.6167,241043,295208,572.0,62004061,0.000267,0.999733,2.0,0.0,48.7156
exp5,wrapper-60,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,39.367,244524,313723,614.0,70546812,0.000267,0.999733,2.0,0.0,48.7156
exp2,lingeling-aqw,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,91.3,403368,692201,,105044940,0.000267,0.999733,2.0,0.0,48.7156
exp5,wrapper-85,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,48.7946,277406,344914,710.0,91072178,0.000267,0.999733,2.0,0.0,48.7156
exp2,SWDiA5BY,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,44.0053,251962,307927,543.0,65633337,0.000267,0.999733,2.0,0.0,48.7156
exp3,wrapperLBD,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,22.7785,174411,229442,704.0,53920717,0.000267,0.999733,2.0,0.0,48.7156
exp2,glucose,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,50.8723,281651,345181,650.0,71234161,0.000267,0.999733,2.0,0.0,48.7156
exp2,lingeling-ayv,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,23.2,147541,194687,,41444992,0.000267,0.999733,2.0,0.0,48.7156
exp5,wrapper-95,manthey_DimacsSorterHalf_30_3.cnf,3740,11875,29.3835,187008,236113,504.0,63548989,0.000267,0.999733,2.0,0.0,48.7156
exp2,COMiniSatPS-4,manthey_DimacsSorter_28_0.cnf,3986,13057,14.9517,76424,105301,451.0,40519533,0.000251,0.999749,2.0,0.0,32.0551
exp1,glucose-NR,manthey_DimacsSorter_28_0.cnf,3986,13057,2.6096,19699,28782,82.0,6750874,0.000251,0.999749,2.0,0.0,32.0551
exp2,COMiniSatPS-2,manthey_DimacsSorter_28_0.cnf,3986,13057,26.8529,99916,136353,576.0,51854608,0.000251,0.999749,2.0,0.0,32.0551
exp2,lingeling-ayv,manthey_DimacsSorter_28_0.cnf,3986,13057,28.6,147243,185986,,44233434,0.000251,0.999749,2.0,0.0,32.0551
exp2,COMiniSatPS-5,manthey_DimacsSorter_28_0.cnf,3986,13057,36.7584,127925,167845,566.0,66065076,0.000251,0.999749,2.0,0.0,32.0551
exp3,wrapperClause,manthey_DimacsSorter_28_0.cnf,3986,13057,22.1146,99177,155004,869.0,39583799,0.000251,0.999749,2.0,0.0,32.0551
exp2,COMiniSatPS-0,manthey_DimacsSorter_28_0.cnf,3986,13057,28.3627,131130,171988,593.0,67147004,0.000251,0.999749,2.0,0.0,32.0551
exp3,wrapperLBD,manthey_DimacsSorter_28_0.cnf,3986,13057,6.71798,36946,52914,161.0,15301182,0.000251,0.999749,2.0,0.0,32.0551
exp5,wrapper-95,manthey_DimacsSorter_28_0.cnf,3986,13057,22.3666,137655,184921,558.0,55476087,0.000251,0.999749,2.0,0.0,32.0551
exp5,wrapper-60,manthey_DimacsSorter_28_0.cnf,3986,13057,7.41687,35718,52475,168.0,14591305,0.000251,0.999749,2.0,0.0,32.0551
exp4,wrapper-glucose,manthey_DimacsSorter_28_0.cnf,3986,13057,4.97524,36946,52914,161.0,15301182,0.000251,0.999749,2.0,0.0,32.0551
exp2,glucose,manthey_DimacsSorter_28_0.cnf,3986,13057,24.0253,153932,219208,1087.0,48862421,0.000251,0.999749,2.0,0.0,32.0551
exp1,glucose,manthey_DimacsSorter_28_0.cnf,3986,13057,33.9228,153932,219208,1087.0,48862421,0.000251,0.999749,2.0,0.0,32.0551
exp2,COMiniSatPS-1,manthey_DimacsSorter_28_0.cnf,3986,13057,22.4006,84668,116423,493.0,44136135,0.000251,0.999749,2.0,0.0,32.0551
exp4,wrapper-luby,manthey_DimacsSorter_28_0.cnf,3986,13057,1.9837,17326,24946,63.0,7115929,0.000251,0.999749,2.0,0.0,32.0551
exp5,wrapper-85,manthey_DimacsSorter_28_0.cnf,3986,13057,29.1496,128116,171553,535.0,51003198,0.000251,0.999749,2.0,0.0,32.0551
exp2,lingeling-aqw,manthey_DimacsSorter_28_0.cnf,3986,13057,22.6,99879,239161,,34900918,0.000251,0.999749,2.0,0.0,32.0551
exp2,COMiniSatPS-3,manthey_DimacsSorter_28_0.cnf,3986,13057,28.0507,99224,137107,578.0,51296413,0.000251,0.999749,2.0,0.0,32.0551
exp2,SWDiA5BY,manthey_DimacsSorter_28_0.cnf,3986,13057,2.33964,19699,28782,82.0,6750874,0.000251,0.999749,2.0,0.0,32.0551
exp2,COMiniSatPS-6,manthey_DimacsSorter_28_0.cnf,3986,13057,0.909861,6371,8591,39.0,3900261,0.000251,0.999749,2.0,0.0,32.0551
exp5,wrapper-base,manthey_DimacsSorter_28_0.cnf,3986,13057,37.3783,148224,203285,721.0,57001421,0.000251,0.999749,2.0,0.0,32.0551
exp3,wrapperClause,38bits_10.dimacs.cnf,448,12700,17.4124,100962,122620,391.0,5387535,0.111607,0.888393,2.0,0.0,7.94979
exp4,wrapper-glucose,38bits_10.dimacs.cnf,448,12700,25.8161,169350,203083,439.0,9878635,0.111607,0.888393,2.0,0.0,7.94979
exp5,wrapper-95,38bits_10.dimacs.cnf,448,12700,37.8672,267097,315269,446.0,15640628,0.111607,0.888393,2.0,0.0,7.94979
exp2,lingeling-ayv,38bits_10.dimacs.cnf,448,12700,35.2,152291,183696,,9151420,0.111607,0.888393,2.0,0.0,7.94979
exp2,COMiniSatPS-2,38bits_10.dimacs.cnf,448,12700,21.2308,155819,180410,426.0,10940862,0.111607,0.888393,2.0,0.0,7.94979
exp3,wrapperLBD,38bits_10.dimacs.cnf,448,12700,24.7502,169350,203083,439.0,9878635,0.111607,0.888393,2.0,0.0,7.94979
exp5,wrapper-base,38bits_10.dimacs.cnf,448,12700,15.8956,94071,112876,301.0,5052222,0.111607,0.888393,2.0,0.0,7.94979
exp5,wrapper-85,38bits_10.dimacs.cnf,448,12700,21.0608,154727,188278,599.0,9733648,0.111607,0.888393,2.0,0.0,7.94979
exp2,COMiniSatPS-1,38bits_10.dimacs.cnf,448,12700,19.584,145297,168490,395.0,10164735,0.111607,0.888393,2.0,0.0,7.94979
exp4,wrapper-luby,38bits_10.dimacs.cnf,448,12700,17.9013,112421,133948,299.0,6225033,0.111607,0.888393,2.0,0.0,7.94979
exp2,COMiniSatPS-0,38bits_10.dimacs.cnf,448,12700,41.1497,204242,232500,413.0,14986816,0.111607,0.888393,2.0,0.0,7.94979
exp2,COMiniSatPS-5,38bits_10.dimacs.cnf,448,12700,20.6719,115036,134881,345.0,7612192,0.111607,0.888393,2.0,0.0,7.94979
exp2,COMiniSatPS-3,38bits_10.dimacs.cnf,448,12700,12.6621,80838,96460,254.0,5102815,0.111607,0.888393,2.0,0.0,7.94979
exp2,COMiniSatPS-6,38bits_10.dimacs.cnf,448,12700,22.0866,113984,132407,313.0,7525405,0.111607,0.888393,2.0,0.0,7.94979
exp2,lingeling-aqw,38bits_10.dimacs.cnf,448,12700,1.1,12111,18706,,508180,0.111607,0.888393,2.0,0.0,7.94979
exp2,SWDiA5BY,38bits_10.dimacs.cnf,448,12700,16.9914,129279,165779,280.0,5974326,0.111607,0.888393,2.0,0.0,7.94979
exp2,COMiniSatPS-4,38bits_10.dimacs.cnf,448,12700,22.7425,152029,174921,361.0,10594804,0.111607,0.888393,2.0,0.0,7.94979
exp5,wrapper-60,38bits_10.dimacs.cnf,448,12700,12.7861,115753,157902,427.0,4496632,0.111607,0.888393,2.0,0.0,7.94979
exp2,glucose,38bits_10.dimacs.cnf,448,12700,36.8514,333991,398696,593.0,18937377,0.111607,0.888393,2.0,0.0,7.94979
exp1,glucose,38bits_10.dimacs.cnf,448,12700,36.4465,333991,398696,593.0,18937377,0.111607,0.888393,2.0,0.0,7.94979
exp1,glucose-NR,38bits_10.dimacs.cnf,448,12700,9.76851,79384,112604,335.0,2830941,0.111607,0.888393,2.0,0.0,7.94979
exp2,COMiniSatPS-0,48bits_14.dimacs.cnf,688,18150,961.07,1757740,2042117,4857.0,175578617,0.140988,0.859012,2.0,0.0,15.9256
exp2,COMiniSatPS-2,48bits_14.dimacs.cnf,688,18150,2297.93,5711803,6416378,11348.0,616092615,0.140988,0.859012,2.0,0.0,15.9256
exp2,COMiniSatPS-5,48bits_14.dimacs.cnf,688,18150,628.272,1136525,1342059,2045.0,103996040,0.140988,0.859012,2.0,0.0,15.9256
exp2,COMiniSatPS-4,48bits_14.dimacs.cnf,688,18150,1898.29,2789486,3219606,9770.0,309327074,0.140988,0.859012,2.0,0.0,15.9256
exp3,wrapperLBD,48bits_14.dimacs.cnf,688,18150,779.238,1083116,1289072,5065.0,99982386,0.140988,0.859012,2.0,0.0,15.9256
exp1,glucose-NR,48bits_14.dimacs.cnf,688,18150,1491.88,836446,984607,3174.0,75774219,0.140988,0.859012,2.0,0.0,15.9256
exp4,wrapper-luby,48bits_14.dimacs.cnf,688,18150,1315.58,2102534,2365449,4093.0,208377411,0.140988,0.859012,2.0,0.0,15.9256
exp2,lingeling-ayv,48bits_14.dimacs.cnf,688,18150,1452.0,3461139,3808333,,369973908,0.140988,0.859012,2.0,0.0,15.9256
exp3,wrapperClause,48bits_14.dimacs.cnf,688,18150,2084.76,2548095,2966126,11514.0,261218657,0.140988,0.859012,2.0,0.0,15.9256
exp1,glucose,48bits_14.dimacs.cnf,688,18150,1619.13,2923237,3358005,10078.0,293676621,0.140988,0.859012,2.0,0.0,15.9256
exp5,wrapper-base,48bits_14.dimacs.cnf,688,18150,7772.63,5359458,6163652,18215.0,513511655,0.140988,0.859012,2.0,0.0,15.9256
exp2,COMiniSatPS-3,48bits_14.dimacs.cnf,688,18150,1986.38,3612042,4072856,5486.0,379525419,0.140988,0.859012,2.0,0.0,15.9256
exp2,COMiniSatPS-1,48bits_14.dimacs.cnf,688,18150,1841.79,7068950,7866527,6610.0,769627904,0.140988,0.859012,2.0,0.0,15.9256
exp2,COMiniSatPS-6,48bits_14.dimacs.cnf,688,18150,213.382,587535,724952,1244.0,49107095,0.140988,0.859012,2.0,0.0,15.9256
exp4,wrapper-glucose,48bits_14.dimacs.cnf,688,18150,729.639,1083116,1289072,5065.0,99982386,0.140988,0.859012,2.0,0.0,15.9256
exp5,wrapper-60,48bits_14.dimacs.cnf,688,18150,2915.93,3409647,3960258,10262.0,276906041,0.140988,0.859012,2.0,0.0,15.9256
exp2,lingeling-aqw,48bits_14.dimacs.cnf,688,18150,39.4,252767,300187,,22545994,0.140988,0.859012,2.0,0.0,15.9256
exp5,wrapper-95,48bits_14.dimacs.cnf,688,18150,402.736,1090995,1290916,2895.0,107044174,0.140988,0.859012,2.0,0.0,15.9256
exp2,glucose,48bits_14.dimacs.cnf,688,18150,1095.59,2923237,3358005,10078.0,293676621,0.140988,0.859012,2.0,0.0,15.9256
exp5,wrapper-85,48bits_14.dimacs.cnf,688,18150,454.92,1101301,1311984,5473.0,111677038,0.140988,0.859012,2.0,0.0,15.9256
exp2,SWDiA5BY,48bits_14.dimacs.cnf,688,18150,3691.45,3332080,3806351,11020.0,336615140,0.140988,0.859012,2.0,0.0,15.9256
exp2,COMiniSatPS-0,manthey_DimacsSorter_35_1.cnf,6945,23459,1082.84,3006874,3731253,5937.0,2021212828,0.000144,0.999856,2.0,0.0,3353.99
exp2,COMiniSatPS-1,manthey_DimacsSorter_35_1.cnf,6945,23459,1434.28,4663364,5790319,6691.0,3234919587,0.000144,0.999856,2.0,0.0,3353.99
exp5,wrapper-60,manthey_DimacsSorter_35_1.cnf,6945,23459,979.563,3140922,4265390,9953.0,1435656226,0.000144,0.999856,2.0,0.0,3353.99
exp2,glucose,manthey_DimacsSorter_35_1.cnf,6945,23459,1042.77,3030169,3904260,10597.0,1303827732,0.000144,0.999856,2.0,0.0,3353.99
exp2,SWDiA5BY,manthey_DimacsSorter_35_1.cnf,6945,23459,957.261,3449238,4408174,11388.0,1471101110,0.000144,0.999856,2.0,0.0,3353.99
exp5,wrapper-95,manthey_DimacsSorter_35_1.cnf,6945,23459,822.441,3993986,5148988,10412.0,1968386717,0.000144,0.999856,2.0,0.0,3353.99
exp2,COMiniSatPS-2,manthey_DimacsSorter_35_1.cnf,6945,23459,1422.44,4450459,5490944,7484.0,3011638093,0.000144,0.999856,2.0,0.0,3353.99
exp2,COMiniSatPS-4,manthey_DimacsSorter_35_1.cnf,6945,23459,894.099,2600776,3201212,4357.0,1754758955,0.000144,0.999856,2.0,0.0,3353.99
exp4,wrapper-glucose,manthey_DimacsSorter_35_1.cnf,6945,23459,897.236,3629253,4834505,14190.0,1732200193,0.000144,0.999856,2.0,0.0,3353.99
exp2,COMiniSatPS-5,manthey_DimacsSorter_35_1.cnf,6945,23459,623.808,2174860,2688985,4491.0,1504249295,0.000144,0.999856,2.0,0.0,3353.99
exp3,wrapperClause,manthey_DimacsSorter_35_1.cnf,6945,23459,676.63,3235844,4215649,10719.0,1655361327,0.000144,0.999856,2.0,0.0,3353.99
exp2,lingeling-ayv,manthey_DimacsSorter_35_1.cnf,6945,23459,281.7,1036142,1434051,,455105026,0.000144,0.999856,2.0,0.0,3353.99
exp4,wrapper-luby,manthey_DimacsSorter_35_1.cnf,6945,23459,1528.13,4896899,6182466,8190.0,2265603581,0.000144,0.999856,2.0,0.0,3353.99
exp2,COMiniSatPS-6,manthey_DimacsSorter_35_1.cnf,6945,23459,826.907,2422140,3015624,5271.0,1656597428,0.000144,0.999856,2.0,0.0,3353.99
exp1,glucose-NR,manthey_DimacsSorter_35_1.cnf,6945,23459,2579.63,1880728,2467830,8276.0,808787105,0.000144,0.999856,2.0,0.0,3353.99
exp1,glucose,manthey_DimacsSorter_35_1.cnf,6945,23459,1072.85,3030169,3904260,10597.0,1303827732,0.000144,0.999856,2.0,0.0,3353.99
exp5,wrapper-base,manthey_DimacsSorter_35_1.cnf,6945,23459,761.129,3511898,4673217,12675.0,1710294678,0.000144,0.999856,2.0,0.0,3353.99
exp3,wrapperLBD,manthey_DimacsSorter_35_1.cnf,6945,23459,880.684,3629253,4834505,14190.0,1732200193,0.000144,0.999856,2.0,0.0,3353.99
exp5,wrapper-85,manthey_DimacsSorter_35_1.cnf,6945,23459,795.405,3508265,4750062,13784.0,1736730258,0.000144,0.999856,2.0,0.0,3353.99
exp2,COMiniSatPS-3,manthey_DimacsSorter_35_1.cnf,6945,23459,857.273,3465766,4341546,6690.0,2319541191,0.000144,0.999856,2.0,0.0,3353.99
exp2,lingeling-aqw,manthey_DimacsSorter_35_1.cnf,6945,23459,5497.4,10958231,19851758,,4320823582,0.000144,0.999856,2.0,0.0,3353.99
exp2,COMiniSatPS-2,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,35.5176,127681,265127,441.0,162530796,0.723197,0.165885,36.0,0.0,848.658
exp5,wrapper-base,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,50.7473,169419,373059,547.0,123410434,0.723197,0.165885,36.0,0.0,848.658
exp5,wrapper-60,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,27.7328,104069,282239,426.0,71612974,0.723197,0.165885,36.0,0.0,848.658
exp2,COMiniSatPS-4,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,103.151,326335,586707,934.0,407564413,0.723197,0.165885,36.0,0.0,848.658
exp5,wrapper-85,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,72.9119,289788,567974,989.0,219274352,0.723197,0.165885,36.0,0.0,848.658
exp2,COMiniSatPS-1,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,23.4684,77198,179658,300.0,96155673,0.723197,0.165885,36.0,0.0,848.658
exp4,wrapper-glucose,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,296.547,855666,1528685,2785.0,613904704,0.723197,0.165885,36.0,0.0,848.658
exp5,wrapper-95,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,101.554,358119,690495,1071.0,275305207,0.723197,0.165885,36.0,0.0,848.658
exp2,COMiniSatPS-3,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,85.1421,302521,555657,924.0,363502539,0.723197,0.165885,36.0,0.0,848.658
exp2,COMiniSatPS-0,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,236.332,630360,1099512,2101.0,751043230,0.723197,0.165885,36.0,0.0,848.658
exp2,SWDiA5BY,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,11.7792,61310,151792,190.0,42816989,0.723197,0.165885,36.0,0.0,848.658
exp3,wrapperLBD,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,271.665,855666,1528685,2785.0,613904704,0.723197,0.165885,36.0,0.0,848.658
exp1,glucose-NR,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,13.349,60783,157736,229.0,41255043,0.723197,0.165885,36.0,0.0,848.658
exp4,wrapper-luby,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,64.8041,279017,550249,653.0,210500546,0.723197,0.165885,36.0,0.0,848.658
exp2,COMiniSatPS-6,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,147.194,359572,653689,1158.0,447717991,0.723197,0.165885,36.0,0.0,848.658
exp2,glucose,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,43.4444,170116,343593,455.0,128420235,0.723197,0.165885,36.0,0.0,848.658
exp1,glucose,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,48.2227,170116,343593,455.0,128420235,0.723197,0.165885,36.0,0.0,848.658
exp3,wrapperClause,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,11.7752,47813,157253,238.0,30154241,0.723197,0.165885,36.0,0.0,848.658
exp2,COMiniSatPS-5,manthey_single-ordered-initialized-w48-b8.cnf,11520,89110,25.6471,108353,223408,374.0,134675929,0.723197,0.165885,36.0,0.0,848.658
exp2,lingeling-ayv,manthey_single-ordered-initialized-w48-b8.cnf,11520,94764,99.1,215127,789240,,124729434,0.723197,0.165885,36.0,0.0,848.658
